*aHigh 1#high
*agriuculture 1#agriculture
*agro-chemcial 1#agro-chemical
*agrochemcial 1#agrochemical
*agronmists 1#agronomists
*agrrangements 1#arrangements
*agrred 3#argue
*agrregate 1#aggregate
*agrresively 1#aggressively
*agrressively 1#aggressively
*agrue 1#argue~Opposition Greens agrue about whether German troops should take part in new peace mission to Bosnia .~
*agtainst 1#against
*agument 1#argument
*ahad 3#ahead~If a deal with local Aborigines allows the deal to go ahad , Pasminco's resource base would be more than tripled to 24 million tonnes of zinc .
*ahaead 3#ahead
*ahaed 1#ahead
*ahainst 1#against
*ahave 1#have~We are pleased that Arequipa shareholders ahave chosen so overwhelmingly to accept this offer .~
*ahd 8#had~This will affect liquidity next week and has ahd an impact on rates , " said a dealer .~
*aheadd 1#ahead
*aheads 4#ahead~Exxon goes aheads with big Singapore chemical plant .~ [EXAMPL: word proximity confusion]
*ahed 3#ahead~The news is not good and we'll have to wait and see if it is interpreted as a party political move ahed of ( mid-term ) elections in 1997~
*aheda 1#ahead
*ahlete 1#athlete
*ahorage 2#anchorage~4 waiting at anchorage to load at inner harbour berth , 9 waiting at ahorage to discharge at inner harbour berth .~
*ahosrlty 1#shortly~East Midlands shares were up 13 pence at 624 pence ahosrlty after 1400 GMT , off a high of 650 pence .~
*ahough 1#though~Details of handy-size fixtures were slow to emerge today ahough it was suspected that a number of private deals had been concluded from the U.S Gulf and Continent .~
*ahow 1#show~Figures released yesterday ahow unemployment rose again in December~
*ahowed 1#showed~The ANZ job ad series for Janaury ahowed a 3.3 percent rise~
*ahtletic 1#athletic
*ahve 1#have
*aiRcraft 2#aircraft
*aicraft 17#aircraft
*aicraft-makers 1#aircraft-makers
*aidience 2#audience
*ailines 1#airlines
*ailrine 3#airline
*ailrineds 1#airlines
*ailrines 1#airline
*aimd 1#aimed
*aimes 1#aims~Dardari said the second programme , which costs $ 4.1 million , aimes at minimising pollution caused by the electricity generation station in Banyas~
*aimlessy 1#aimlessly
*aimto 1#aim to
*aince 1#since
*tr_aining 1#training
*aiport 13#airport
*aiports 5#airports
*aipport 1#airport
*aiprorts 1#airports
*air-qualtity 1#air-quality
*airOntario 3#air Ontario
*airbone 1#airborne
*aircaft 5#aircraft
*aircarft 1#aircraft
*aircrat 1#aircraft
*aircxraft 4#aircraft
*airflift 1#airlift~An airflift of emergency supplies for the flood-ravaged Queensland town of Charleville is expected to be made later today .~
*airfreght 1#airfreight
*airine's 1#airline's
*airines 5#airlines
*airlfields 1#airfields
*airlifed 1#airlifted~The injured were airlifed by helicopter to Courmayeur where they were being treated for minor injuries .~
*airlinesreduce 1#airlines reduce
*airort 1#airport
*airpace 1#airspace
*airpalne 1#airplane
*airpoRT 2#airport
*airpoort 1#airport
*ajdusted 7#adjusted
*ajust 1#adjust
*ajusted 5#adjusted
*ajusting 2#adjusting
*ajustment 1#adjustment
*aking 1#taking
*aknowledged 2#acknowledged
*aksed 2#asked
*alarmng 1#alarming
*alarums 1#alarms
*alaways 1#always
*alays 1#allays~Oil minister Dan Etete alays fears that there will be increase in pump prices of petrol in the 1997 fiscal budget~
*alchohlo 1#alcohol
*alchohol 16#alcohol
*alchohol-fuelled 1#alcohol-fuelled
*alchoholic 2#alcoholic
*alchoholism 1#alcoholism
*alchol 4#alcohol
*alcholholic 1#alcoholic
*alcholic 11#alcoholic
*alcholics 1#alcoholics
*alcoho 1#alcohol
*alcolohic 1#alcoholic
*alcololic 1#alcoholic
*aldmit 1#admit
*aleady 8#already
*aleartness 1#alertness
*alection 1#election
*alegations 2#allegations
*alergic 1#allergic
*alergies 1#allergies
*alfafa 1#alfalfa
*algorhythm 1#algorithm
*algorythm 1#algorithm
*alhough 1#although
*alhtough 2#although
*aliance 2#alliance
*alientated 5#alienated
*alientating 1#alienating
*aliiance's 1#alliance's
*aliments 1#ailments
*alina 1#alinea
*alisted 1#a listed
*liber_alized 5#liberalized~Universal service for telecommunications in the perspective of a fully liber alized environment~
*alkmost 1#almost
*alkohol 2#alcohol
*alkready 1#already
*alkso 1#also
*allaged 1#alleged
*allagedly 1#allegedly
*allaince's 1#alliance's
*allance 1#alliance
*alleagation 1#allegation
*alledged 15#alleged
*alledgedly 1#allegedly
*alledgely 1#allegedly
*alledging 3#alleging
*allegaitons 1#allegations
*allegatiions 2#allegations
*allegatons 1#allegations
*allegdly 2#allegedly
*allegeded 1#alleged
*allegeding 2#alleging
*allegedy 3#allegedly
*allegely 1#allegedly
*allegience 3#allegiance
*allegry 1#allegory
*allegtions 1#allegations
*allevation 1#alleviation
*allgcated 2#allocated
*allged 1#alleged
*allgedly 1#allegedly
*alliace 1#alliance
*allianceto 1#alliance to
*allication 1#allocation
*alliegance 1#allegiance
*alliegence 2#allegiance
*allience 1#alliance
*allievate 2#alleviate
*allieve 1#allay~Lopes said in the interview that the Central Bank was perfectly aware of increased pressure on the balance of payments but said the extra foreign direct investment should allieve any concerns about financing the current account deficit .~
*allieviate 3#alleviate
*allieviated 1#alleviated
*allieviates 1#alleviates
*allieviation 1#alleviation
*alligations 1#allegations
*allign 1#align
*alligned 1#aligned
*allignment 1#alignment
*allignments 1#alignments
*allinace 4#alliance
*allinces 1#alliances
*alling 2#falling~Casualties are starting to mount as Chinese buyers of soybeans and soybean meal default or cancel contracts in the wake of alling international prices~
*alll 2#all
*allleged 2#alleged
*allliance 3#alliance
*alllies 1#allies
*alllow 3#allow
*alllowed 4#allowed
*alllowing 2#allowing
*allmighty 1#almighty
*allocaled 1#allocated
*allocaton 1#allocation
*alloction 1#allocation
*allocution 1#allocation
*alloment 1#allotment
*allong 1#along
*alloted 97#allotted
*alloting 9#allotting
*allotmentNil 1#allotment Nil
*allowd 2#allowed
*allowes 1#allows
*allready 1#already
*allsession 1#all session
*allthe 1#all the
*allthough 3#although
*alluminium 2#aluminium
*almmost 1#almost
*almostexclusively 1#almost exclusively
*almsot 2#almost
*almuni 1#alumni
*alnost 1#almost
*alo 3#also
*alocated 1#allocated
*alomng 1#along
*alomost 2#almost
*alomst 1#almost
*alongisde 1#alongside
*alongsi 1#alongside
*alongsside 1#alongside
*alonside 2#alongside
*alos 8#also
*alost 3#almost
*alot 34#a lot#allot
*alotted 1#allotted
*alow 7#allow
*alowed 1#allowed
*alower 1#lower
*alowing 1#allowing
*alows 1#allows
*alphaltene 1#asphaltene~In a report last year by QGPC manager for downstream ventures , Ismail el-Emadi , he said : " The main product would be high-quality synthetic crude oil which is free of most of the impurities found in conventional crude oil , such as sulphur , nitrogen , nickel , vanadium , alphaltene , multi-ring aromatic and salt . "~
*alphalts 1#asphalts
*alpline 1#alpine
*alrady 8#already
*alreaady 1#already
*alread 4#already
*alreading 1#already
*alreadybeen 1#already been
*alreadys 1#already
*alreay 15#already
*alreday 5#already
*alredy 5#already
*alrerady 1#already
*alrewady 1#already
*alseo 1#also
*alsi 1#also
*alsoannounced 1#also announced
*alsoe 1#also~Chavalit alsoe had asked at Tuesday's Cabinet meeting that Education Minister Sukhavich Rangsitphol withdraw his request~
*alsolooking 1#also looking
*alsotold 1#also told
*altenative 1#alternative
*altenatives 1#alternatives
*alterative 4#alternative
*alternatiuve 1#alternative
*alternativess 1#alternatives
*alternatrive 1#alternative
*alterntive 1#alternative
*alterntives 1#alternatives
*alterration 1#alteration
*alterred 2#altered
*altghough 2#although
*althbough 1#although
*althogh 1#although
*althoough 1#although
*althougfh 1#although
*althought 3#although
*althout 2#although
*althouth 1#although
*altitute 3#altitude
*altneratives 1#alternatives
*altogehter 1#altogether
*altoghether 2#altogether
*altogther 3#altogether
*altough 1#although
*altrhough 1#although
*alturistic 1#altruistic
*aluding 1#alluding
*aluiminium 1#aluminium
*alumimium 3#aluminium
*alumimum 2#aluminium
*aluminim 8#aluminium
*aluminiumn 1#aluminium
*aluminiun 2#aluminium
*aluminiyum 1#aluminium
*aluminmium 1#aluminium
*aluminmum 1#aluminium
*aluminumium 1#aluminium
*alumium 3#aluminium
*alumnium 1#aluminium
*alumunium 3#aluminium
*alway 4#always~but there is alway the worry of the budget battle~
*alwayus 1#always
*alysts 2#analysts~Such an alliance also would be a competitive response to ITT Corp.'s agreement with Planet Hollywood to develop themed hotel/casinos in Atlantic City , Las Vegas and other resort areas , industry alysts said .~
*amabassador 2#ambassador
*amabassador's 1#ambassador's
*amagalmation 1#amalgamation
*amaller 1#smaller
*amalysts 2#analysts
*amandment 1#amendment
*amandments 1#amendments
*amanged 1#managed
*amassador 1#ambassador
*amature 1#armature
*amazin 1#amazing
*ambasador 11#ambassador
*ambasador's 1#ambassador's
*ambassdaor's 1#ambassador's
*ambassdor 5#ambassador
*ambassdor's 2#ambassador's
*ambassodor 1#ambassador
*ambasssador 8#ambassador
*ambassy 2#embassy
*ambitioins 1#ambitions
*ambititious 2#ambitious
*ambitous 3#ambitious
*ambituous 1#ambitious
*ambulence 2#ambulance
*ambused 1#ambushed~Israeli security sources said Qaisi and Qam were arrested shortly after Tzur's car was ambused and sprayed with automatic fire .~
*ambushe 1#ambush~His appeal came a day after Hutu rebels killed three civilians in an ambushe on a minibus taxi near Rumonge~
*amchines 1#machines
*amedment 1#amendment
*amedned 1#amended
*ameloriating 1#ameliorating
*amemdment 3#amendment
*amemdments 1#amendments
*amemendment 2#amendment
*amendement 19#amendment
*amendements 26#amendments
*amendemnt 2#amendment
*amendemt 1#amendment
*amendent 1#amendment
*amendents 1#amendments
*amendm_ent 2#amendment
*amendmen_t 1#amendment~( amendmen t of 23 directives )~
*amensty 2#amnesty
SP*ament 1#Parli_ament
*amerger 1#a merger~The investment bank unit was created in April 1993 through amerger of ABN AMRO's subsidiaries Bank Mees & Hope and Pierson~
*amerket 1#market~Traders said Daiwa's market share of orders was currently less than one percent of total amerket trade .~
*ametting 1#a meeting~We are eager to invest more in infrastructure especially in Bangladesh's energy sector , " he told Bangladeshi businessmen at ametting .~
*amgrily 1#angrily
*amibiguities 1#ambiguities
*amibiguous 1#ambiguous
*amibition 1#ambition
*amibitious 1#ambitious
*amilies 1#families
*amimal 1#animal
*amimosity 1#animosity
*amind 2#amid~CAL , struggling for survival amind heavy losses says it would transfer capacity , seek wage cuts from employees and ask for concessions from U.S. shareholder American Airlines .~
*aming 1#aiming~A buyer for the company might expect to pay up to 600 marks per share , with Berlin aming for maximum proceeds for the sale~
*aministration's 1#administration's
*aminium 1#aluminium
*amitious 2#ambitious
*amke 1#make~The group will continue to amke fill-in acquistions to strengthen its positions in developing markets~
*amking 1#making~Gesticulating , he tried to convince his audience Apple had taken a new , more realistic course after amking big losses .~
*amlgamated 1#amalgamated
*ammassed 2#amassed
*ammassing 1#amassing
*ammenable 3#amenable
*ammend 7#amend
*ammended 12#amended
*ammending 2#amending
*ammendment 30#amendment
*ammendments 30#amendments
*ammends 12#amends
*ammomia 1#ammonia
*ammonimum 3#ammonium
*ammoniuim 1#ammonium
*ammortization 1#amortization
*ammount 15#amount
*ammounted 7#amounted
*ammounting 4#amounting
*ammounts 5#amounts
*ammunitition 1#ammunition
*ammuntion 4#ammunition
*ammunution 1#ammunition
*amnd 3#and
*amnisty 1#amnesty
*amnount 2#amount
*amny 1#many~Although the Central Bank has stated publicly that it has no plans to buyback Brady debt in the near future , amny economists think it has already being doing so .~
*amock 1#amok
*amonG 1#among
*amonia 4#ammonia
*amoniac 58#ammoniac
*amonium 2#ammonium
*amonmg 2#among
*amont 1#amount
*amonth 2#a month~The central bank auctions the 91-day bills weekly and 182 - day , 273 - and 364-day bills once amonth .~Taiwan is developing a futures exchange that will offer stock-index futures and options amonth other contracts~
*amonuts 1#amounts
*amoounting 1#amounting
*amopunt 1#amount
*amopunted 1#amounted
*amorisation 1#amortisation
*amoritization 4#amortization
*amoritized 1#amortized
*amoritsation 1#amortisation
*amoritzation 2#amortization
*amortiz 3#amortize
*amortizatioon 1#amortization
*amortizaton 1#amortization
*amost 3#almost
*amoug 1#among
*amoun 1#amount
*amoung 14#among
*amoungst 1#amongst
*amounnts 1#amounts
*amountS 1#amounts
*amountd 1#amounted
*amountmaturity 1#amount maturity
*amountof 1#amount of
*amouont 1#amount
*amout 6#amount
*amouts 1#amounts
*ampitheatre 1#amphitheatre
*amplifers 2#amplifiers
*amred 1#armed
*amrked 1#marked
*amrket 1#market
*amry's 1#army's
*amunition 2#ammunition
*amunt 1#amount
*amunted 1#amounted
*amy 2#may#any
*amything 1#anything
*anaalysts 1#analysts
*anaccelerated 1#an accelerated
*anacronism 1#anachronism
*anacronisms 1#anachronisms
*anad 2#and
*anaging 1#managing
*analagous 1#analogous
*analayst 6#analyst
*analaysts 9#analysts
*analgeic 1#analgesic
*analised 1#analysed
*analist 5#analyst
*analists 1#analysts
*analize 1#analyze
*analoguous 1#analogous
*analqst 1#analyst
*analses 1#analyses
*analsts 4#analysts
*analsysts 3#analysts
*analsyt 4#analyst
*analsyts 10#analysts
*analuysts 1#analysts
*analyast 1#analyst
*analyasts 1#analysts
*analyists 1#analysts
*analysists 1#analysts
*analyss 1#analysis
*analyssts 1#analysts
*analysted 1#analysed
*analystys 1#analysts
*analysys 1#analysts
*analyt 1#analyst
*analyts 16#analyst
*analytst 1#analyst
*analyzying 1#analyzing
*anamolies 2#anomalies
*ananalyst 1#analyst
*ananlysis 1#analysis
*ananlysts 1#analysts
*ananounced 1#announced
*ananual 1#annual
*anaylists 1#analysts
*anaylsed 1#analysed
*anaylsis 2#analysis
*anaylst 14#analyst
*anaylsts 19#analysts
*anaylzed 1#analyzed
*anaylzes 1#analyzes
*anayse 1#analyse
*anaysts 3#analysts
*anb 1#an
*anbd 8#and
A*anc 2#ANC
D*ance 1#surs ance
*ancenstral 3#ancestral
*ancentral 1#ancestral
*ancestoral 2#ancestral
*ancestory 2#ancestry
*anchage 2#anchorage
*anchers 1#anchors
*anchievement 2#achievement
*anchora 1#anchorage
*anchorag 3#anchorage
*anchorageo 1#anchorage
*anchore 1#anchored
*fin_ancial 1#financial
*anciliary 1#ancillary
*ancilliaries 1#ancillaries
*ancilliary 5#ancillary
*ancipated 2#anticipated
*ancticipated 1#anticipated
*andMartin 1#and Martin
*anda 2#and a
*andamortization 1#and amortization
*andannounce 1#and announce
*andbusiness 1#and business
*andcommon 1#and common
*andconstruction 2#and construction
*andcopper 1#and copper
*andf 4#and
*andincludes 1#and includes
*andis 1#and is
*andit 1#and it
*andits 1#and its
*andmake 1#and make
*andmight 1#and might
*andn 1#and
*andof 1#and of
*andother 1#and other
*andt 2#and
*andtape 1#and tape
*andthe 1#and the
*andtransport 1#and transport
*andtwo 1#and two
*andvance 1#advance
*andvanced 1#advanced
*andwith 1#and with
*andy 1#and
*aneasthetist 2#anaesthetist
*anecdoctal 1#anecdotal
*anectodal 1#anecdotal
*anel 1#panel
*anenomes 1#anemones
*anewspaper 1#a newspaper
*anf 6#and
*angecy 1#agency
*angerered 1#angered
*angerly 1#angrily
*angonising 1#agonising
*angreement 1#agreement
*angustus 1#Augustus
*angy 1#angry
*ani-trust 1#anti-trust
*animiation 1#animation
*animosit 2#animosity
*aninflation 1#an inflation
*anit-AIDS 2#anti-AIDS
*anit-aircraft 2#anti-aircraft
*anit-hijacking 1#anti-hijacking
*anit-inflammatory 1#anti-inflammatory
*anit-merger 1#anti-merger
*anitcipated 1#anticipated
*anitcipation 1#anticipation
*anitcorrosive 1#anticorrosive
*anitibodies 1#antibodies
*aniticipate 1#anticipate
